dataset,fold,threshold,precision,recall
DBLP-ACM,4,0.58,0.984304932735426,0.9932126696832579
DBLP-ACM,4,0.59,0.984304932735426,0.9932126696832579
DBLP-ACM,4,0.6,0.984304932735426,0.9932126696832579
DBLP-ACM,4,0.61,0.984304932735426,0.9932126696832579
DBLP-ACM,4,0.62,0.984304932735426,0.9932126696832579
DBLP-ACM,4,0.63,0.984304932735426,0.9932126696832579
DBLP-ACM,4,0.64,0.984304932735426,0.9932126696832579
DBLP-ACM,4,0.65,0.9932126696832579,0.9932126696832579
DBLP-ACM,4,0.66,0.9932126696832579,0.9932126696832579
DBLP-ACM,4,0.67,0.9932126696832579,0.9932126696832579
DBLP-ACM,4,0.68,0.9932126696832579,0.9932126696832579
DBLP-ACM,4,0.69,0.9932126696832579,0.9932126696832579
DBLP-ACM,4,0.7,0.9932126696832579,0.9932126696832579
DBLP-ACM,4,0.71,0.9932126696832579,0.9932126696832579
DBLP-ACM,4,0.72,0.9932126696832579,0.9932126696832579
DBLP-ACM,4,0.73,0.9932126696832579,0.9932126696832579
DBLP-ACM,4,0.74,0.9932126696832579,0.9932126696832579
